storeid,itemid,price
332,48,25.88,2020-04-12
876,40,34.03,2020-01-29
940,13,15.94,2020-07-21
826,32,29.06,2020-03-05
899,30,28.03,2020-12-08
14,28,53.86,2020-12-26
268,39,54.64,2020-04-14
382,1,41.08,2020-06-16
639,39,36.33,2020-04-15
96,47,19.87,2020-05-29
836,7,16.29,2020-01-30
49,50,59.91,2020-06-26
36,33,43.75,2020-01-22
62,19,94.46,2020-12-03
830,18,81.24,2020-11-29
464,2,51.62,2020-05-25
467,44,14.21,2020-05-01
163,33,48.09,2020-07-19
704,7,27.37,2020-01-30
242,46,83.34,2020-05-28
553,27,20.67,2020-05-09
154,23,6.73,2020-07-02
65,46,58.42,2020-01-02
947,27,81.4,2020-10-17
811,50,43.06,2020-01-21
920,37,27.98,2020-11-02
36,34,79.97,2020-10-18
610,43,64.53,2020-10-28
466,25,47.29,2020-08-07
408,27,27.13,2020-06-01
389,29,45.73,2020-09-20
590,33,10.62,2020-07-18
22,9,65.44,2020-12-23
150,14,79.41,2020-08-05
100,50,88.05,2020-02-24
770,22,51.42,2020-06-17
389,26,9.02,2020-12-07
124,37,93.65,2020-09-21
504,11,89.82,2020-12-25
908,41,4.2,2020-08-06
348,16,89.15,2020-11-20
832,10,52.95,2020-02-26
471,31,68.52,2020-03-06
269,7,65.69,2020-08-06
366,3,37.65,2020-11-13
844,42,55.43,2020-10-21
375,18,44.68,2020-12-26
221,31,55.44,2020-01-01
76,3,63.73,2020-09-16
862,29,48.86,2020-02-17
877,41,85.05,2020-06-18
117,34,51.84,2020-02-10
752,19,58.43,2020-08-06
274,44,76.0,2020-06-06
177,6,96.31,2020-10-01
329,13,53.01,2020-05-07
555,30,70.78,2020-02-04
325,29,9.81,2020-05-19
103,6,60.79,2020-12-22
82,28,29.42,2020-07-31
538,19,51.46,2020-05-23
432,11,11.75,2020-11-10
304,24,96.84,2020-06-21
68,35,64.01,2020-07-17
464,46,69.62,2020-01-24
149,20,64.02,2020-06-11
972,23,11.91,2020-05-10
399,40,3.4,2020-01-05
539,19,44.88,2020-03-06
456,49,34.24,2020-11-18
169,43,78.23,2020-01-13
187,17,78.17,2020-08-10
198,3,69.49,2020-03-21
696,18,58.02,2020-02-23
546,3,41.89,2020-06-02
506,38,97.98,2020-06-30
169,16,75.93,2020-11-21
152,41,13.14,2020-11-21
39,45,52.49,2020-03-24
185,38,40.76,2020-07-13
140,21,97.31,2020-07-16
980,26,78.26,2020-11-13
953,3,29.46,2020-03-03
852,50,39.3,2020-01-15
389,48,25.02,2020-05-15
917,14,83.55,2020-04-08
378,14,46.83,2020-08-04
930,27,15.3,2020-11-23
222,50,76.0,2020-08-08
317,17,71.59,2020-04-05
121,47,50.91,2020-08-28
113,2,47.56,2020-05-15
272,15,43.95,2020-12-01
119,6,80.34,2020-08-26
116,3,45.42,2020-09-11
529,42,25.67,2020-06-17
996,29,5.74,2020-02-08
849,35,15.57,2020-06-20
60,7,28.04,2020-06-03
801,23,17.07,2020-10-23
614,2,33.37,2020-04-11
581,39,38.21,2020-08-11
261,46,8.13,2020-10-21
340,15,6.49,2020-05-16
953,13,53.71,2020-06-07
150,19,0.07,2020-10-04
719,42,74.53,2020-02-24
892,42,91.66,2020-07-01
575,9,3.67,2020-03-29
994,49,78.01,2020-04-14
782,15,82.96,2020-04-09
949,40,95.53,2020-12-15
741,34,85.28,2020-05-08
643,27,29.02,2020-02-25
791,7,1.51,2020-05-26
139,6,0.83,2020-07-08
109,23,71.87,2020-04-07
656,19,32.19,2020-08-08
768,8,49.97,2020-11-24
239,6,66.05,2020-06-21
532,30,42.06,2020-06-03
68,22,37.64,2020-03-06
78,43,1.38,2020-04-16
206,36,13.9,2020-06-23
95,2,26.27,2020-01-17
453,15,69.07,2020-01-26
572,35,2.74,2020-07-20
808,29,68.02,2020-11-11
197,5,40.65,2020-01-07
87,30,96.95,2020-04-10
136,7,73.67,2020-01-07
284,42,32.15,2020-01-08
888,30,21.99,2020-07-13
440,25,90.67,2020-06-24
877,11,65.53,2020-09-07
772,8,21.69,2020-05-20
104,43,73.17,2020-05-05
218,44,33.52,2020-09-11
760,6,4.65,2020-05-29
516,50,10.38,2020-09-07
534,21,82.4,2020-08-08
204,12,13.55,2020-11-06
782,10,41.74,2020-12-12
47,25,89.03,2020-05-28
437,41,89.24,2020-01-25
864,39,28.92,2020-08-25
352,41,22.75,2020-09-04
452,2,78.83,2020-02-24
685,20,27.93,2020-04-18
463,4,10.18,2020-09-17
446,25,82.69,2020-02-18
750,16,73.12,2020-02-14
121,45,41.95,2020-10-27
981,50,51.33,2020-01-08
109,9,37.23,2020-01-08
487,12,71.01,2020-03-12
850,27,81.39,2020-05-21
673,20,94.01,2020-09-08
297,34,64.16,2020-11-21
734,7,14.28,2020-04-14
140,10,54.1,2020-04-16
477,18,94.19,2020-11-22
381,45,2.44,2020-04-03
655,28,41.51,2020-07-24
990,22,4.16,2020-06-03
8,44,96.79,2020-11-07
17,6,21.86,2020-12-29
132,43,10.6,2020-08-01
406,7,25.11,2020-05-05
656,32,91.57,2020-12-11
1,9,13.54,2020-01-08
74,1,93.25,2020-11-07
423,28,97.23,2020-06-20
11,36,9.43,2020-11-23
691,20,8.2,2020-09-18
771,18,20.19,2020-02-22
670,44,24.51,2020-04-07
503,28,86.81,2020-07-26
413,17,43.68,2020-02-11
726,46,23.3,2020-01-04
776,6,5.34,2020-06-18
623,46,68.14,2020-12-23
577,44,23.9,2020-12-06
137,8,0.35,2020-06-22
376,28,39.21,2020-03-10
659,27,96.8,2020-07-16
256,40,14.08,2020-05-08
439,44,60.77,2020-09-22
48,31,50.87,2020-02-22
841,36,26.67,2020-10-08
652,10,55.15,2020-06-12
407,15,99.97,2020-07-01
231,6,66.96,2020-09-08
479,9,38.9,2020-10-03
670,8,73.13,2020-11-03
42,50,36.89,2020-07-29
72,37,54.23,2020-08-08
755,28,4.63,2020-04-22
663,5,22.49,2020-02-21
107,16,16.63,2020-08-09
801,20,54.54,2020-12-25
850,40,25.62,2020-08-24
788,33,40.16,2020-08-21
469,47,33.47,2020-02-29
185,27,98.11,2020-03-30
76,17,48.43,2020-11-01
774,7,60.28,2020-07-01
171,43,36.77,2020-07-12
525,5,64.67,2020-08-02
935,39,53.11,2020-05-18
164,5,93.98,2020-04-23
761,35,31.13,2020-06-02
9,15,56.62,2020-01-09
823,7,27.67,2020-08-22
345,23,57.57,2020-09-21
388,21,53.2,2020-04-04
878,33,76.66,2020-11-26
448,19,60.95,2020-03-19
340,33,48.62,2020-05-03
736,7,24.26,2020-07-03
867,33,74.88,2020-11-30
893,17,16.3,2020-08-22
136,10,73.83,2020-10-28
925,37,78.85,2020-12-04
149,45,69.55,2020-08-11
691,45,10.74,2020-06-28
202,17,76.95,2020-06-13
779,43,78.35,2020-07-16
883,46,54.45,2020-05-05
112,20,77.58,2020-10-26
48,4,44.48,2020-06-09
671,12,80.06,2020-11-27
192,9,50.9,2020-12-06
483,36,74.11,2020-09-06
54,8,6.73,2020-08-14
469,42,96.01,2020-06-10
219,22,5.82,2020-11-03
311,35,22.71,2020-12-22
822,2,12.33,2020-03-02
641,14,97.52,2020-02-16
482,15,63.01,2020-12-28
657,27,57.98,2020-11-17
404,32,86.96,2020-10-13
622,11,62.43,2020-09-01
370,40,62.14,2020-04-09
566,40,88.02,2020-03-20
869,40,22.79,2020-03-07
500,25,77.17,2020-09-22
520,26,32.64,2020-08-08
726,25,96.53,2020-06-10
479,30,27.47,2020-04-18
917,32,49.09,2020-01-05
132,17,31.27,2020-11-24
83,11,44.1,2020-11-17
801,22,95.6,2020-01-17
629,45,82.38,2020-01-10
148,22,98.69,2020-09-11
457,46,9.52,2020-10-29
278,43,62.59,2020-02-08
26,36,88.02,2020-05-01
37,27,86.08,2020-09-24
762,18,47.96,2020-01-24
135,42,75.13,2020-06-19
449,11,64.81,2020-12-10
372,9,81.47,2020-10-05
167,30,23.14,2020-07-05
995,8,23.13,2020-04-06
80,42,42.91,2020-03-11
256,29,98.49,2020-03-25
204,33,19.42,2020-05-05
304,33,1.76,2020-03-16
862,20,93.7,2020-07-25
351,44,82.18,2020-01-02
537,30,27.99,2020-06-26
587,17,72.76,2020-06-11
581,16,22.21,2020-05-18
251,23,0.94,2020-06-25
9,11,82.09,2020-09-18
448,35,22.12,2020-09-23
533,30,55.13,2020-08-25
307,30,7.13,2020-10-21
762,20,68.28,2020-01-23
216,20,20.38,2020-09-16
653,9,44.43,2020-11-10
40,18,83.6,2020-03-09
965,13,31.21,2020-01-24
668,49,48.89,2020-12-16
579,35,15.5,2020-05-20
675,19,74.66,2020-11-28
256,45,9.29,2020-04-19
76,45,40.14,2020-09-20
35,40,46.48,2020-09-05
431,38,93.92,2020-09-24
221,30,84.67,2020-07-09
666,20,17.5,2020-08-02
230,28,55.53,2020-09-14
369,3,68.65,2020-12-13
888,23,10.61,2020-01-31
18,33,12.87,2020-07-03
227,47,84.39,2020-09-16
915,33,13.19,2020-12-08
966,46,97.84,2020-10-16
847,9,65.49,2020-09-17
156,47,9.71,2020-11-03
444,46,8.21,2020-08-24
469,48,3.2,2020-12-12
783,24,5.44,2020-07-22
482,46,50.67,2020-08-29
711,35,12.9,2020-12-14
795,29,44.85,2020-09-30
202,37,80.33,2020-01-18
244,38,28.32,2020-09-14
888,16,7.99,2020-07-10
681,34,73.87,2020-05-23
884,48,4.58,2020-11-20
954,24,8.92,2020-06-17
378,33,24.13,2020-07-16
244,4,3.18,2020-08-12
297,39,71.77,2020-05-16
234,30,37.34,2020-05-01
86,5,76.56,2020-05-19
9,19,22.26,2020-04-04
638,35,78.91,2020-11-17
892,29,38.06,2020-06-09
32,33,90.34,2020-07-25
506,31,14.2,2020-03-15
994,43,52.69,2020-04-09
953,16,21.5,2020-07-27
622,17,21.39,2020-02-21
671,39,28.42,2020-08-30
992,21,54.78,2020-12-21
69,7,30.57,2020-04-13
23,27,29.67,2020-01-14
726,26,43.55,2020-11-01
665,10,80.48,2020-07-11
752,8,74.86,2020-03-15
835,39,83.55,2020-08-30
540,35,88.29,2020-09-01
10,34,91.36,2020-07-21
606,30,94.63,2020-11-25
198,35,89.41,2020-12-15
262,31,20.75,2020-02-17
632,6,53.91,2020-02-01
559,6,45.0,2020-05-01
862,24,14.99,2020-05-01
126,29,14.82,2020-05-06
659,26,52.4,2020-03-18
399,33,52.55,2020-12-22
921,26,7.96,2020-01-28
618,45,26.75,2020-01-11
57,47,71.06,2020-12-27
452,18,22.1,2020-08-21
700,29,74.95,2020-05-09
134,37,16.0,2020-08-14
546,26,3.11,2020-12-12
549,2,7.61,2020-08-18
107,3,49.35,2020-08-20
679,25,60.7,2020-06-17
893,18,6.99,2020-07-10
2,44,43.77,2020-09-15
199,34,49.84,2020-03-24
104,9,13.85,2020-12-07
990,40,7.11,2020-06-03
701,38,53.6,2020-07-20
914,16,18.84,2020-08-09
834,34,83.05,2020-02-03
873,26,12.88,2020-10-15
427,30,77.59,2020-12-24
773,42,41.13,2020-01-05
801,45,50.77,2020-08-09
254,38,92.13,2020-03-23
700,25,95.03,2020-08-05
843,22,73.1,2020-11-16
780,44,97.88,2020-12-07
29,7,46.6,2020-11-29
680,47,62.62,2020-02-16
827,32,90.0,2020-01-02
724,28,75.85,2020-01-26
694,16,13.86,2020-08-18
59,16,94.87,2020-10-01
717,12,70.83,2020-03-02
666,25,57.88,2020-08-21
855,5,21.23,2020-08-28
940,21,78.02,2020-06-02
880,11,30.57,2020-02-01
286,41,26.95,2020-08-18
718,28,94.72,2020-02-08
476,42,71.68,2020-04-02
10,33,92.42,2020-11-27
677,27,79.53,2020-09-18
463,35,39.87,2020-08-01
694,22,2.11,2020-09-15
897,26,41.04,2020-09-04
574,25,47.77,2020-08-15
299,34,47.48,2020-07-27
41,24,31.85,2020-07-18
702,44,49.77,2020-04-29
550,12,53.94,2020-05-17
935,13,53.73,2020-05-20
752,2,32.47,2020-01-23
562,15,34.77,2020-11-26
333,49,62.22,2020-09-22
528,30,87.32,2020-03-22
792,1,71.96,2020-11-30
901,32,12.88,2020-09-13
79,25,99.13,2020-10-12
660,5,91.64,2020-08-28
558,9,22.46,2020-06-04
83,25,10.39,2020-05-10
18,7,43.65,2020-03-06
528,26,54.99,2020-07-22
46,13,7.02,2020-02-04
460,22,32.99,2020-05-16
146,20,13.22,2020-04-21
293,7,35.8,2020-01-11
909,10,55.18,2020-11-22
975,28,50.58,2020-04-26
2,10,38.83,2020-04-22
967,29,47.74,2020-04-11
476,45,53.94,2020-04-12
145,16,68.44,2020-04-11
212,36,78.79,2020-03-02
860,32,38.1,2020-01-07
129,46,1.18,2020-08-21
14,19,96.42,2020-08-11
724,23,71.87,2020-03-16
470,30,21.81,2020-09-21
600,14,0.32,2020-09-27
206,17,62.65,2020-06-26
344,12,87.71,2020-09-03
640,23,73.57,2020-06-02
856,4,4.2,2020-12-06
416,45,90.56,2020-07-13
298,12,5.2,2020-01-24
997,5,37.51,2020-07-21
644,5,45.51,2020-07-22
114,46,75.46,2020-02-26
489,7,26.72,2020-08-16
793,44,85.28,2020-11-13
826,33,29.44,2020-07-07
546,22,23.25,2020-11-16
801,11,35.42,2020-02-15
870,31,21.34,2020-02-10
517,7,13.62,2020-03-12
132,4,9.4,2020-10-22
265,22,32.91,2020-08-16
971,34,56.91,2020-04-23
785,47,67.93,2020-04-28
831,45,8.88,2020-09-03
147,36,54.9,2020-06-27
107,36,30.59,2020-01-12
912,32,71.33,2020-10-05
359,35,97.17,2020-02-23
759,13,79.99,2020-09-15
404,31,1.64,2020-04-06
834,2,60.25,2020-04-19
328,16,82.89,2020-04-02
202,7,87.41,2020-10-27
921,21,33.12,2020-06-09
925,38,22.74,2020-01-16
265,19,19.45,2020-02-20
364,11,12.49,2020-07-28
703,26,28.91,2020-03-16
622,19,39.52,2020-10-28
373,41,22.26,2020-07-04
442,16,33.97,2020-05-10
8,18,72.34,2020-09-11
635,26,75.01,2020-06-20
830,12,59.89,2020-05-16
798,35,66.49,2020-04-04
284,41,13.53,2020-03-15
586,12,81.78,2020-10-21
72,8,56.2,2020-06-16
596,46,89.79,2020-05-11
725,22,12.6,2020-05-16
397,39,63.78,2020-10-21
831,4,44.02,2020-01-10
846,9,78.59,2020-01-09
640,30,15.83,2020-11-12
537,45,99.06,2020-03-24
701,46,7.39,2020-05-26
127,50,13.88,2020-08-14
528,20,98.69,2020-11-06
779,18,6.25,2020-01-10
57,13,85.25,2020-04-30
615,50,50.85,2020-03-07
761,28,51.79,2020-04-19
401,9,41.76,2020-03-18
241,16,44.58,2020-02-02
801,26,26.16,2020-03-03
493,46,24.75,2020-05-23
409,38,2.47,2020-03-11
851,49,13.79,2020-06-10
199,45,66.04,2020-01-31
250,6,24.89,2020-10-21
439,18,57.19,2020-05-26
749,7,59.86,2020-08-16
535,29,78.42,2020-06-08
232,7,68.96,2020-12-28
680,14,69.28,2020-11-27
789,30,29.74,2020-08-17
463,25,39.48,2020-12-19
101,49,35.15,2020-06-11
693,8,36.99,2020-07-22
512,40,99.83,2020-06-21
724,31,56.08,2020-06-08
699,4,66.22,2020-11-29
561,34,61.99,2020-10-11
772,44,57.44,2020-02-02
948,32,30.51,2020-11-29
207,39,87.16,2020-02-26
49,50,66.41,2020-08-31
549,45,40.08,2020-09-07
471,4,84.44,2020-12-22
243,47,6.36,2020-09-07
495,11,75.0,2020-10-21
888,46,0.98,2020-05-06
684,19,72.24,2020-07-31
34,28,12.55,2020-08-22
857,28,45.06,2020-03-23
448,13,11.61,2020-10-16
864,14,27.61,2020-11-10
471,6,72.07,2020-07-11
744,41,30.71,2020-11-02
81,1,45.09,2020-03-14
251,47,27.67,2020-01-13
334,44,66.51,2020-09-24
228,48,74.59,2020-02-10
618,42,51.14,2020-06-28
518,41,22.56,2020-07-25
534,28,11.41,2020-05-20
678,8,68.16,2020-08-08
224,9,1.5,2020-08-19
963,32,21.56,2020-12-11
194,23,36.59,2020-04-24
99,37,85.4,2020-10-06
470,38,51.91,2020-03-03
147,35,64.09,2020-06-22
122,29,30.24,2020-11-12
878,6,68.85,2020-12-30
812,47,60.88,2020-11-13
762,31,51.52,2020-05-03
259,31,17.76,2020-06-05
81,43,31.16,2020-05-19
537,21,12.0,2020-05-10
481,41,73.98,2020-05-24
263,30,97.46,2020-07-11
334,20,97.04,2020-06-27
120,13,55.91,2020-04-09
502,13,72.37,2020-11-05
314,32,71.35,2020-11-04
999,48,85.09,2020-08-06
851,47,97.65,2020-03-23
230,40,94.45,2020-08-20
564,5,76.92,2020-03-07
470,32,38.89,2020-05-14
557,29,9.84,2020-09-02
479,16,61.49,2020-10-27
187,23,80.63,2020-12-18
360,45,59.19,2020-08-01
246,33,66.85,2020-09-09
66,32,69.37,2020-09-30
518,10,81.54,2020-04-09
602,16,69.83,2020-03-29
633,10,31.64,2020-06-21
476,24,36.08,2020-08-20
466,4,84.26,2020-05-19
602,6,41.05,2020-02-23
71,29,33.6,2020-02-07
486,30,32.44,2020-05-15
271,36,20.96,2020-04-16
484,19,19.65,2020-03-28
470,40,63.3,2020-03-30
458,34,46.45,2020-02-02
476,29,70.52,2020-01-12
860,17,10.54,2020-12-21
329,47,51.46,2020-11-07
524,25,58.55,2020-10-26
660,5,45.23,2020-01-20
540,39,84.23,2020-12-29
542,45,19.95,2020-09-29
556,47,70.01,2020-03-22
357,14,2.01,2020-11-25
844,35,8.83,2020-07-06
131,13,8.17,2020-03-04
678,6,18.42,2020-05-15
665,46,17.55,2020-08-21
78,36,78.76,2020-03-06
905,43,64.62,2020-10-18
705,3,14.56,2020-02-14
827,19,49.1,2020-07-06
389,16,57.91,2020-04-27
871,43,3.97,2020-07-04
501,50,52.04,2020-10-27
157,33,33.15,2020-08-20
231,23,35.71,2020-12-06
304,13,40.1,2020-08-12
813,14,92.12,2020-05-24
992,46,86.2,2020-05-10
238,40,76.04,2020-06-15
156,33,34.5,2020-04-25
64,9,35.04,2020-07-15
984,1,5.57,2020-07-12
501,36,55.54,2020-02-21
68,17,62.93,2020-07-19
402,1,72.73,2020-08-14
19,12,71.97,2020-08-06
31,26,21.55,2020-01-05
208,24,21.51,2020-06-11
915,19,60.08,2020-10-02
341,41,47.33,2020-03-23
782,37,22.47,2020-06-14
840,37,90.79,2020-08-04
593,6,39.37,2020-08-19
530,18,53.25,2020-06-28
84,15,10.51,2020-05-21
793,15,45.37,2020-03-31
591,19,96.0,2020-01-02
342,46,14.06,2020-08-23
60,48,85.57,2020-09-09
382,50,71.23,2020-05-15
507,12,56.95,2020-02-16
545,17,64.82,2020-03-31
657,7,30.41,2020-07-23
899,14,63.18,2020-10-25
963,18,98.85,2020-09-27
204,11,43.25,2020-06-02
445,1,50.66,2020-08-16
49,8,14.5,2020-07-10
923,36,54.2,2020-05-28
528,5,30.3,2020-06-08
26,11,5.48,2020-02-02
271,1,98.86,2020-11-23
337,16,94.99,2020-01-31
995,6,26.89,2020-05-29
832,9,68.33,2020-10-15
668,46,56.26,2020-11-15
463,23,0.84,2020-01-31
361,39,14.4,2020-07-11
246,38,15.43,2020-09-11
670,27,46.09,2020-11-24
491,32,32.76,2020-09-01
486,29,86.32,2020-09-15
272,23,3.19,2020-05-25
355,14,41.63,2020-12-25
82,36,63.35,2020-12-23
49,17,65.75,2020-12-15
978,39,70.52,2020-12-21
657,36,66.82,2020-10-28
234,19,91.11,2020-05-31
166,28,90.1,2020-09-05
656,15,75.83,2020-07-14
32,40,53.39,2020-02-17
660,42,86.76,2020-01-04
647,33,41.41,2020-01-24
14,6,60.43,2020-05-02
541,44,41.58,2020-12-16
139,29,21.51,2020-09-24
801,42,14.26,2020-08-13
713,30,2.42,2020-12-02
498,16,42.95,2020-12-13
890,15,18.3,2020-04-17
433,21,70.64,2020-07-15
615,6,39.44,2020-05-23
326,13,7.03,2020-06-03
641,48,89.8,2020-03-31
676,47,40.44,2020-10-09
417,4,33.14,2020-08-13
110,5,70.61,2020-11-30
666,25,58.61,2020-02-18
603,15,33.25,2020-03-23
469,21,84.5,2020-11-11
29,48,77.19,2020-08-09
702,37,45.68,2020-06-21
672,19,49.88,2020-05-10
701,33,47.17,2020-05-15
573,32,7.11,2020-07-28
491,32,10.95,2020-12-10
586,24,43.4,2020-04-09
980,6,41.12,2020-01-17
880,23,17.47,2020-12-13
953,36,91.35,2020-12-05
58,39,51.92,2020-04-28
363,43,12.29,2020-04-01
20,37,0.64,2020-11-02
274,23,83.52,2020-11-19
670,15,11.83,2020-07-11
742,11,97.69,2020-06-09
383,20,84.48,2020-03-07
708,23,23.09,2020-07-10
336,34,10.59,2020-01-21
390,41,6.56,2020-02-01
705,22,79.5,2020-02-01
165,47,86.96,2020-11-27
916,13,13.59,2020-06-23
587,42,92.96,2020-02-08
918,47,30.53,2020-06-15
173,47,20.31,2020-01-23
166,38,97.27,2020-06-29
154,49,78.82,2020-10-25
346,18,19.8,2020-02-21
233,26,91.51,2020-09-26
948,11,41.74,2020-09-21
707,36,28.13,2020-04-09
450,12,48.99,2020-12-11
757,46,88.88,2020-09-06
639,3,92.75,2020-10-14
93,9,26.48,2020-02-19
537,28,59.12,2020-12-20
815,1,44.02,2020-05-05
443,44,99.1,2020-07-28
751,10,68.65,2020-07-01
886,25,67.65,2020-09-23
66,41,18.22,2020-11-13
248,50,80.15,2020-05-23
140,16,58.15,2020-12-06
877,8,54.87,2020-11-01
680,41,9.97,2020-09-21
732,22,56.4,2020-04-08
27,29,35.12,2020-10-27
59,32,33.98,2020-12-24
165,3,31.98,2020-12-25
998,28,95.39,2020-04-08
216,13,93.93,2020-03-11
732,48,37.72,2020-09-19
465,4,64.14,2020-05-18
321,45,80.72,2020-06-21
111,8,38.62,2020-09-20
16,39,21.48,2020-09-25
467,39,30.41,2020-09-01
173,36,85.04,2020-06-11
677,28,19.96,2020-11-23
142,38,74.99,2020-04-27
310,19,4.85,2020-03-10
954,33,68.87,2020-08-28
465,37,27.85,2020-11-15
524,38,91.67,2020-02-22
886,46,35.85,2020-09-22
227,10,57.96,2020-04-10
435,31,71.33,2020-08-13
783,50,96.29,2020-01-06
728,43,42.27,2020-10-11
857,47,75.65,2020-05-16
873,11,74.44,2020-01-15
96,26,4.34,2020-06-07
166,24,83.12,2020-06-20
685,7,43.64,2020-11-19
635,40,90.61,2020-09-21
729,43,42.91,2020-07-02
649,16,99.13,2020-09-02
746,3,93.97,2020-05-29
414,31,98.8,2020-08-01
295,37,87.64,2020-05-15
537,6,73.43,2020-06-16
494,23,13.79,2020-10-02
925,26,6.81,2020-04-03
893,5,34.14,2020-11-04
929,38,10.28,2020-05-12
382,28,7.15,2020-01-05
518,47,76.76,2020-09-30
138,28,66.3,2020-10-16
896,21,78.14,2020-12-16
59,38,82.18,2020-05-19
616,20,96.26,2020-08-08
701,4,51.9,2020-11-18
35,31,96.7,2020-03-29
316,41,54.12,2020-09-22
955,33,25.13,2020-07-07
488,44,84.87,2020-01-07
533,15,82.82,2020-09-08
512,16,0.54,2020-11-11
503,34,36.82,2020-12-21
84,23,13.27,2020-12-02
111,23,25.44,2020-04-21
852,22,53.72,2020-05-23
76,20,85.97,2020-10-24
217,47,69.77,2020-01-04
550,31,33.18,2020-11-06
795,10,6.08,2020-05-11
7,4,3.1,2020-05-19
280,3,14.9,2020-09-27
424,41,17.51,2020-11-19
917,19,70.9,2020-10-19
132,36,70.31,2020-11-17
329,13,0.99,2020-06-17
154,19,7.86,2020-10-25
287,46,70.46,2020-12-01
933,46,38.45,2020-10-14
198,9,99.32,2020-03-04
94,19,94.36,2020-09-12
510,21,76.18,2020-11-30
666,34,63.93,2020-02-28
298,47,56.74,2020-09-04
81,31,71.88,2020-12-19
829,13,70.25,2020-12-05
867,34,83.43,2020-09-05
882,3,10.81,2020-02-25
404,41,42.81,2020-02-13
867,39,42.11,2020-11-08
288,19,75.96,2020-11-02
632,31,33.29,2020-11-22
721,48,89.58,2020-11-30
139,40,87.22,2020-10-15
852,17,86.85,2020-01-31
178,9,67.69,2020-12-27
257,50,2.7,2020-04-22
676,41,93.45,2020-03-01
914,44,91.18,2020-12-21
119,22,91.7,2020-08-18
876,47,70.62,2020-08-24
380,5,31.7,2020-06-01
840,49,26.46,2020-09-05
313,13,2.6,2020-07-06
843,37,79.35,2020-05-04
395,40,55.58,2020-07-16
534,31,2.94,2020-02-12
969,38,5.53,2020-11-24
82,42,94.26,2020-02-16
366,12,95.2,2020-04-04
178,35,8.95,2020-02-09
560,50,7.49,2020-05-20
713,20,70.78,2020-07-02
467,9,78.78,2020-11-28
23,9,89.76,2020-03-27
549,24,33.77,2020-10-23
385,37,81.83,2020-12-09
952,28,66.08,2020-11-20
980,29,0.14,2020-02-08
672,1,52.23,2020-10-28
731,50,84.27,2020-09-11
421,14,59.74,2020-12-21
367,27,54.0,2020-03-17
256,39,57.82,2020-04-09
506,7,54.63,2020-07-05
454,41,80.47,2020-01-12
988,39,31.86,2020-05-10
967,13,42.25,2020-09-11
543,22,73.13,2020-07-12
836,2,19.05,2020-12-12
56,4,31.17,2020-12-24
463,42,14.33,2020-04-15
790,29,82.37,2020-10-22
186,1,7.48,2020-05-13
926,43,53.33,2020-04-21
908,44,3.7,2020-10-09
995,6,36.22,2020-11-06
23,15,71.2,2020-06-15
75,8,39.4,2020-03-28
861,6,28.42,2020-08-16
251,18,15.32,2020-05-09
808,50,63.16,2020-09-22
398,45,40.23,2020-01-30
402,5,90.78,2020-01-06
21,23,37.31,2020-09-12
666,37,12.47,2020-12-29
509,13,86.55,2020-03-01
950,28,63.75,2020-04-17
262,6,38.71,2020-10-26
709,31,86.18,2020-09-16
692,39,79.61,2020-08-20
286,14,87.54,2020-07-12
848,31,40.77,2020-01-22
618,48,30.05,2020-02-07
14,27,94.31,2020-07-27
297,45,4.65,2020-06-24
299,24,22.54,2020-02-09
718,44,99.09,2020-05-04
436,48,60.04,2020-12-17
966,10,24.72,2020-03-03
38,23,12.12,2020-03-25
490,13,23.0,2020-06-27
673,50,33.1,2020-12-03
792,43,38.96,2020-06-03
484,47,11.01,2020-11-25
163,20,14.3,2020-10-14
708,10,63.06,2020-12-27
741,22,64.06,2020-12-01
698,44,58.77,2020-02-02
46,47,72.22,2020-12-09
362,41,91.55,2020-05-08
215,3,25.47,2020-02-04
568,23,29.93,2020-03-10
75,44,64.61,2020-02-16
376,46,30.93,2020-03-20
59,47,95.6,2020-04-12
641,39,3.21,2020-03-15
742,14,17.21,2020-01-29
236,8,14.97,2020-02-19
743,34,49.54,2020-07-13
869,10,21.0,2020-11-07
62,44,14.77,2020-12-16
119,26,76.43,2020-01-30
668,22,47.44,2020-12-26
548,18,8.19,2020-12-29
7,5,88.38,2020-08-23
968,47,11.04,2020-02-12
68,44,98.05,2020-09-03
641,12,25.44,2020-02-26
880,10,63.52,2020-11-14
911,38,47.49,2020-01-15
625,21,65.33,2020-06-14
28,50,89.47,2020-01-06
279,27,40.59,2020-10-09
145,46,57.17,2020-03-03
74,41,40.26,2020-04-22
372,4,11.24,2020-09-25
865,3,54.4,2020-09-25
833,2,43.88,2020-01-30
511,6,15.41,2020-12-22
936,39,64.15,2020-05-05
914,7,89.16,2020-11-01
742,41,5.3,2020-09-16
691,35,38.19,2020-02-24
141,30,56.35,2020-07-02
117,26,75.86,2020-09-15
386,23,70.79,2020-10-14
954,28,21.01,2020-07-22
460,29,19.97,2020-02-20
905,44,51.45,2020-11-04
747,38,47.4,2020-07-29
602,6,6.2,2020-02-15
509,1,28.38,2020-05-08
81,28,68.82,2020-12-17
748,50,57.84,2020-06-16
433,49,80.47,2020-12-19
769,5,42.37,2020-12-21
850,16,92.29,2020-01-23
880,15,80.8,2020-06-07
300,9,49.36,2020-01-19
222,40,0.24,2020-01-20
28,25,3.08,2020-03-30
918,25,37.55,2020-07-15
